@RELATION  Words

@attribute "," REAL
@attribute "the" REAL
@attribute "." REAL
@attribute "to" REAL
@attribute "and" REAL
@attribute "a" REAL
@attribute "of" REAL
@attribute "in" REAL
@attribute "I" REAL
@attribute "that" REAL
@attribute "'s" REAL
@attribute "is" REAL
@attribute "it" REAL
@attribute "for" REAL
@attribute "was" REAL
@attribute "on" REAL
@attribute "``" REAL
@attribute "with" REAL
@attribute "-" REAL
@attribute "you" REAL
@attribute "''" REAL
@attribute "be" REAL
@attribute "have" REAL
@attribute "as" REAL
@attribute "?" REAL
@attribute "are" REAL
@attribute "at" REAL
@attribute "from" REAL
@attribute "not" REAL
@attribute "but" REAL
@attribute "this" REAL
@attribute "by" REAL
@attribute "The" REAL
@attribute "n't" REAL
@attribute "has" REAL
@attribute "we" REAL
@attribute "or" REAL
@attribute "who" REAL
@attribute "he" REAL
@attribute "my" REAL
@attribute "about" REAL
@attribute "an" REAL
@attribute "do" REAL
@attribute "they" REAL
@attribute "his" REAL
@attribute "all" REAL
@attribute ")" REAL
@attribute "(" REAL
@attribute "which" REAL
@attribute "so" REAL
@attribute 'genero' {female,male}
@data
0.024350649350649352, 0.032467532467532464, 0.016233766233766232, 0.045454545454545456, 0.006493506493506494, 0.025974025974025976, 0.01948051948051948, 0.024350649350649352, 0.0, 0.012987012987012988, 0.003246753246753247, 0.011363636363636364, 0.003246753246753247, 0.011363636363636364, 0.0, 0.003246753246753247, 0.006493506493506494, 0.00487012987012987, 0.01461038961038961, 0.006493506493506494, 0.0016233766233766235, 0.0016233766233766235, 0.008116883116883116, 0.003246753246753247, 0.0, 0.00974025974025974, 0.0016233766233766235, 0.0016233766233766235, 0.0016233766233766235, 0.0016233766233766235, 0.0, 0.011363636363636364, 0.00487012987012987, 0.003246753246753247, 0.003246753246753247, 0.0016233766233766235, 0.0016233766233766235, 0.003246753246753247, 0.0, 0.0, 0.003246753246753247, 0.003246753246753247, 0.00487012987012987, 0.006493506493506494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003246753246753247, male
0.06164383561643835, 0.039383561643835614, 0.03767123287671233, 0.019691780821917807, 0.01797945205479452, 0.019691780821917807, 0.009417808219178082, 0.015410958904109588, 0.004280821917808219, 0.010273972602739725, 0.01113013698630137, 0.009417808219178082, 0.009417808219178082, 0.0059931506849315065, 0.0059931506849315065, 0.007705479452054794, 0.0025684931506849314, 0.010273972602739725, 0.0008561643835616438, 0.0025684931506849314, 0.0025684931506849314, 0.0017123287671232876, 0.005136986301369863, 0.0017123287671232876, 0.007705479452054794, 0.007705479452054794, 0.003424657534246575, 0.00684931506849315, 0.005136986301369863, 0.007705479452054794, 0.0008561643835616438, 0.0017123287671232876, 0.003424657534246575, 0.012842465753424657, 0.0, 0.0008561643835616438, 0.004280821917808219, 0.005136986301369863, 0.008561643835616438, 0.0017123287671232876, 0.0008561643835616438, 0.0008561643835616438, 0.0059931506849315065, 0.008561643835616438, 0.003424657534246575, 0.005136986301369863, 0.0025684931506849314, 0.0025684931506849314, 0.0008561643835616438, 0.0017123287671232876, female
0.04918032786885246, 0.040983606557377046, 0.030737704918032786, 0.045081967213114756, 0.022540983606557378, 0.018442622950819672, 0.020491803278688523, 0.010245901639344262, 0.0020491803278688526, 0.0020491803278688526, 0.0, 0.00819672131147541, 0.00819672131147541, 0.006147540983606557, 0.010245901639344262, 0.004098360655737705, 0.0, 0.006147540983606557, 0.020491803278688523, 0.0020491803278688526, 0.0, 0.0020491803278688526, 0.010245901639344262, 0.004098360655737705, 0.0, 0.00819672131147541, 0.006147540983606557, 0.010245901639344262, 0.00819672131147541, 0.004098360655737705, 0.006147540983606557, 0.0020491803278688526, 0.0, 0.0, 0.006147540983606557, 0.0020491803278688526, 0.012295081967213115, 0.004098360655737705, 0.0, 0.0, 0.0020491803278688526, 0.0020491803278688526, 0.0, 0.0020491803278688526, 0.0, 0.004098360655737705, 0.0020491803278688526, 0.0020491803278688526, 0.006147540983606557, 0.004098360655737705, female
0.04100946372239748, 0.033123028391167195, 0.017350157728706624, 0.021556256572029444, 0.030494216614090432, 0.023133543638275498, 0.019453207150368034, 0.012092534174553101, 0.02365930599369085, 0.009989484752891693, 0.00946372239747634, 0.0057833859095688745, 0.008937960042060988, 0.0057833859095688745, 0.006834910620399579, 0.007360672975814932, 0.0, 0.0057833859095688745, 0.017875920084121977, 0.006834910620399579, 0.0, 0.0015772870662460567, 0.005257623554153523, 0.009989484752891693, 0.003680336487907466, 0.0010515247108307045, 0.005257623554153523, 0.005257623554153523, 0.0015772870662460567, 0.003680336487907466, 0.0031545741324921135, 0.0015772870662460567, 0.0010515247108307045, 0.0005257623554153522, 0.0026288117770767614, 0.0057833859095688745, 0.005257623554153523, 0.002103049421661409, 0.0031545741324921135, 0.013144058885383806, 0.0031545741324921135, 0.0015772870662460567, 0.0010515247108307045, 0.0015772870662460567, 0.0015772870662460567, 0.007886435331230283, 0.00946372239747634, 0.00946372239747634, 0.002103049421661409, 0.0031545741324921135, male
0.045012165450121655, 0.029197080291970802, 0.045012165450121655, 0.014598540145985401, 0.019464720194647202, 0.019464720194647202, 0.0170316301703163, 0.023114355231143552, 0.0, 0.006082725060827251, 0.004866180048661801, 0.004866180048661801, 0.0, 0.015815085158150853, 0.009732360097323601, 0.014598540145985401, 0.0072992700729927005, 0.006082725060827251, 0.0, 0.0, 0.0072992700729927005, 0.0036496350364963502, 0.0036496350364963502, 0.006082725060827251, 0.004866180048661801, 0.004866180048661801, 0.006082725060827251, 0.0024330900243309003, 0.004866180048661801, 0.0012165450121654502, 0.004866180048661801, 0.0012165450121654502, 0.0024330900243309003, 0.0012165450121654502, 0.0012165450121654502, 0.006082725060827251, 0.004866180048661801, 0.0012165450121654502, 0.010948905109489052, 0.0, 0.0024330900243309003, 0.0, 0.0, 0.006082725060827251, 0.00851581508515815, 0.0012165450121654502, 0.0, 0.0, 0.0012165450121654502, 0.0012165450121654502, male
0.03909465020576132, 0.04835390946502058, 0.021604938271604937, 0.02880658436213992, 0.009259259259259259, 0.01954732510288066, 0.02263374485596708, 0.015432098765432098, 0.009259259259259259, 0.02263374485596708, 0.009259259259259259, 0.009259259259259259, 0.0051440329218107, 0.006172839506172839, 0.01954732510288066, 0.00720164609053498, 0.00411522633744856, 0.00720164609053498, 0.00102880658436214, 0.00205761316872428, 0.00205761316872428, 0.0051440329218107, 0.00411522633744856, 0.0051440329218107, 0.0, 0.0030864197530864196, 0.01440329218106996, 0.0051440329218107, 0.01131687242798354, 0.00102880658436214, 0.0051440329218107, 0.0, 0.00205761316872428, 0.0051440329218107, 0.0030864197530864196, 0.00205761316872428, 0.0030864197530864196, 0.00102880658436214, 0.01646090534979424, 0.00411522633744856, 0.013374485596707819, 0.00102880658436214, 0.0, 0.00205761316872428, 0.0030864197530864196, 0.0030864197530864196, 0.00411522633744856, 0.00411522633744856, 0.00205761316872428, 0.0, female
0.029143897996357013, 0.044626593806921674, 0.02459016393442623, 0.03278688524590164, 0.02459016393442623, 0.02185792349726776, 0.02459016393442623, 0.010018214936247723, 0.00819672131147541, 0.009107468123861567, 0.010018214936247723, 0.010018214936247723, 0.004553734061930784, 0.006375227686703097, 0.00819672131147541, 0.0036429872495446266, 0.00273224043715847, 0.00546448087431694, 0.023679417122040074, 0.00273224043715847, 0.00273224043715847, 0.007285974499089253, 0.007285974499089253, 0.004553734061930784, 0.0009107468123861566, 0.00273224043715847, 0.006375227686703097, 0.0036429872495446266, 0.010018214936247723, 0.006375227686703097, 0.004553734061930784, 0.00546448087431694, 0.0036429872495446266, 0.0009107468123861566, 0.00273224043715847, 0.004553734061930784, 0.004553734061930784, 0.007285974499089253, 0.0, 0.006375227686703097, 0.0018214936247723133, 0.0, 0.0009107468123861566, 0.00273224043715847, 0.0009107468123861566, 0.0018214936247723133, 0.00273224043715847, 0.00273224043715847, 0.00546448087431694, 0.00273224043715847, female
0.06072106261859583, 0.030360531309297913, 0.06546489563567362, 0.013282732447817837, 0.018026565464895637, 0.023719165085388995, 0.017077798861480076, 0.019924098671726755, 0.011385199240986717, 0.008538899430740038, 0.010436432637571158, 0.004743833017077799, 0.0028462998102466793, 0.0056925996204933585, 0.010436432637571158, 0.004743833017077799, 0.017077798861480076, 0.003795066413662239, 0.0, 0.003795066413662239, 0.018975332068311195, 0.0056925996204933585, 0.007590132827324478, 0.0028462998102466793, 0.0, 0.0009487666034155598, 0.003795066413662239, 0.0028462998102466793, 0.0, 0.0018975332068311196, 0.0009487666034155598, 0.0009487666034155598, 0.0056925996204933585, 0.0009487666034155598, 0.003795066413662239, 0.004743833017077799, 0.0009487666034155598, 0.007590132827324478, 0.0009487666034155598, 0.004743833017077799, 0.004743833017077799, 0.0028462998102466793, 0.0018975332068311196, 0.0028462998102466793, 0.0009487666034155598, 0.0056925996204933585, 0.0, 0.0, 0.0, 0.0056925996204933585, male
0.039285714285714285, 0.030952380952380953, 0.01904761904761905, 0.023809523809523808, 0.016666666666666666, 0.017857142857142856, 0.03333333333333333, 0.015476190476190477, 0.015476190476190477, 0.016666666666666666, 0.002380952380952381, 0.014285714285714285, 0.008333333333333333, 0.005952380952380952, 0.0035714285714285713, 0.002380952380952381, 0.007142857142857143, 0.005952380952380952, 0.014285714285714285, 0.0011904761904761906, 0.009523809523809525, 0.005952380952380952, 0.011904761904761904, 0.004761904761904762, 0.013095238095238096, 0.007142857142857143, 0.0, 0.005952380952380952, 0.009523809523809525, 0.0035714285714285713, 0.007142857142857143, 0.002380952380952381, 0.004761904761904762, 0.0, 0.0011904761904761906, 0.0011904761904761906, 0.010714285714285714, 0.009523809523809525, 0.0, 0.002380952380952381, 0.002380952380952381, 0.0011904761904761906, 0.0011904761904761906, 0.007142857142857143, 0.0, 0.004761904761904762, 0.0011904761904761906, 0.0011904761904761906, 0.0011904761904761906, 0.0, female
0.047872340425531915, 0.023936170212765957, 0.031914893617021274, 0.022606382978723406, 0.0199468085106383, 0.034574468085106384, 0.009308510638297872, 0.005319148936170213, 0.007978723404255319, 0.0026595744680851063, 0.010638297872340425, 0.005319148936170213, 0.0013297872340425532, 0.009308510638297872, 0.005319148936170213, 0.0026595744680851063, 0.005319148936170213, 0.006648936170212766, 0.0, 0.006648936170212766, 0.005319148936170213, 0.003989361702127659, 0.003989361702127659, 0.0026595744680851063, 0.006648936170212766, 0.005319148936170213, 0.003989361702127659, 0.0026595744680851063, 0.006648936170212766, 0.005319148936170213, 0.0026595744680851063, 0.009308510638297872, 0.0, 0.013297872340425532, 0.0, 0.003989361702127659, 0.0026595744680851063, 0.017287234042553192, 0.0013297872340425532, 0.0, 0.0026595744680851063, 0.0013297872340425532, 0.003989361702127659, 0.0026595744680851063, 0.0013297872340425532, 0.005319148936170213, 0.0013297872340425532, 0.0013297872340425532, 0.0013297872340425532, 0.0, female
